Date,Screen Name,Tweet Text,Tweet ID,Followers,Retweets,Favorites,Verfied,Location
5/9/16,@eleerijamiliea,RT @hakims55: He deserve all the respect. https://t.co/utrfYpR5v9,7.30E+17,165,34475,0,No,La La Land
5/9/16,@akintosh,@CelineBulaong basta wag lang si B.,7.30E+17,127,0,0,No,Singapore
5/9/16,@breakingxsticks,@ooobobee when your paper?,7.30E+17,139,0,0,No,Singapore
5/9/16,@FyrizM,RT @tarayquen: Sa fandom din ito nanggaling ang isusulat nila..Awwwwww . #DolceAmoreOneCallAway,7.30E+17,2056,14,0,No,Biliran Prov. and Makati City
5/9/16,@kshndrh,"My body finally shut down.. The 3 basic disease taking over.. Haha... Cough, fever, running nose.. Hahah!_ô»‹",7.30E+17,55,0,0,No,Singapore
5/9/16,@fhxmc,@irnikapoor free?,7.30E+17,257,0,0,No,Singapore
5/9/16,@rajprasadnaidu,@ShaalV CB dey I sot.,7.30E+17,1034,0,0,No,Singapore
5/9/16,@hahaheeheehoho_,AYYYYYY _ô_ñ_ô»ë_ôé @ Temasek Polytechnic https://t.co/pWB9umNYIT,7.30E+17,227,0,0,No,
5/9/16,@lucillelucylucy,Binoto ko si Leni para sa transportation #LeniIsMyVP #BinotoKoSiLeni,7.30E+17,7,0,0,No,Singapore
5/9/16,@altrex_22,This is so cute... https://t.co/pti6HORvhS,7.30E+17,42,0,0,No,Singapore
5/9/16,@gabymooma,RT @joseph_elbert: #PHVote SMILE muna! Samahang Miriam-Leni #MIRIAMforPRESIDENT #LeniIsMyVP,7.30E+17,244,2,0,No,"National Capital Region, Repub"
5/9/16,@nikaelarandi,"RT @Medyomaldito: Luoy kaayo ang Pilipinas kung naay mag cheat. Kay if naay mag cheat, naay mag reklamo then mo gubot ang Pilipinas. Then mäó_",7.30E+17,2405,308,0,No,honeymoon í£ve.
5/9/16,@AdysssID,"RT @MerryRiana: Sering kita kehilangan banyak sekali KESEMPATAN hanya karena kita ""tidak siap"". #MR",7.30E+17,889,50,0,No,"Aceh, Indonesia"
5/9/16,@BosanJadiAlay,Sell : #Unisex Sport Running Bum Bag Travel Handäó_ singapore https://t.co/gmVFuCENyx,7.30E+17,890,0,0,No,Singapore
5/9/16,@sghousehub,Keane back with a bang as Galaxy send Revolution reeling: Robbie Keane was firing on all cylinders on his ret... https://t.co/jEwEdfTdj8,7.30E+17,7669,0,0,No,singapore
5/9/16,@LucasLZY,RT @nwdiahh: This comment wins HAHAHAHAHA https://t.co/a7zGaWh3aZ,7.30E+17,244,1551,0,No,ig&sc:lucasleowzy
5/9/16,@mdvviangg,"RT @bentunvfivh: ""are you okay?"" --- everyone asks, but no one really cares.",7.30E+17,125,23,0,No,62
5/9/16,@HVNVHISML,RT @fentyhaus: Ready for summer? #THEFURSLIDE is finally here in Singapore! Yours at only $79! Get yours now! https://t.co/swA5JW7GV8,7.30E+17,312,7,0,No,The Hadifs Momma ä«
5/9/16,@sendesignz,6 Simple Ways to #Improve Your #Communication Skills with #Clients https://t.co/M5iGEsKbTT https://t.co/bGyQaFcC0Z,7.30E+17,1403,0,0,No,Singapore
5/9/16,@KazukiWolf,@ArcticSkyWolf @laetansx @spacewolfe Oh my gosh. I'm done >\\\\&gt;,7.30E+17,572,0,0,No,Singapore
5/9/16,@iamlailah2,SO PRETTY #ALDUBinITALYDay1 https://t.co/3x4mNHdswn,7.30E+17,39,0,0,No,Singapore
5/9/16,@FafaaGjes,"RT @izz_ikhwan97: ""Bukan dulu rapat ke dengan dia?"" ""Aah"" ""Sekarang tak dah?"" ""Hati orang kita tak boleh terlalu memaksa"" It hurts everäó_",7.30E+17,3187,68,0,No,"Melaka, Malaysia."
5/9/16,@adoringjinri,RT @yulslayed: yoona's laughter everytime she and yuri are together https://t.co/wHyWNpkjz5,7.30E+17,48,120,0,No,
5/9/16,@syahirJAred,"@imbenji94 of course !! UNIQLO Kluang, met this ah moi while queuing, very pretty, _ôÖ¥Ÿ_ôÖ¥Ÿ",7.30E+17,515,0,0,No,"Johore, Malaysia"
5/9/16,@supkosong,@FakhariAizat pondan,7.30E+17,227,0,0,No,"Johor Bahru, Johor"
5/9/16,@feeflyxo,But its so much cheaper!!!! Haha but the risk is there ah. K la k la I'll fork out more money for a full service airline la _ôÖ‰,7.30E+17,1439,0,0,No,Singapore
5/9/16,@YiWei_Hehe,Damn throat.... last warning ah.....,7.30E+17,277,0,0,No,Singapore
5/9/16,@loveforwh,@MhiszCathe @ritzbitzzz_ read this ^^ https://t.co/yhNIIfNGWl,7.30E+17,48,2,2,No,Singapore
5/9/16,@sarongaku,Sejuk gile punat stim sia satu hari abeh baju putih haiyo,7.30E+17,175,0,0,No,Singapore
5/9/16,@shairahmisya,rider sangat sampai sesat duh,7.30E+17,98,0,0,No,"pasir gudang,johor"
5/9/16,@Twt_Product,"RT @OnGShoppe: ELF Eye Refresher, Lip Matte Cranberry and Lip Exfoliator. Ready stock,dm for details @twt_makeupmy @twt_kecantikan https://äó_",7.30E+17,405,1,0,No,@nieyaanaraa
5/9/16,@TSubarba,RT @ToMihoShipersSG: ToMiho Shippers Singapore 1st Bowling Tournament Congratulations To The Winners https://t.co/2UeshUI8ph,7.30E+17,180,10,0,No,singapore
5/9/16,@hanim_sabudin,@speedcity_m7 mmmm rasa tercabar plk _ôÖ_,7.30E+17,320,0,0,No,Johor
5/9/16,@Ichotts,Takleh bla diorg ni pantang aku takde kt meja mesti whatsapp tanya aku cuti ke _ôÖ‰,7.30E+17,1774,0,0,No,Johor Bahru
5/9/16,@arfnaim_,RT @nwdiahh: This comment wins HAHAHAHAHA https://t.co/a7zGaWh3aZ,7.30E+17,565,1551,0,No,PEN-RAUB
5/9/16,@hooheals,More Aussie degrees and qualifications to be recognised in Singapore https://t.co/TxPUUUO126 #health #publichealth #education,7.30E+17,451,0,0,No,Singapore
5/9/16,@shadow97sky,Cliff Edge is so good.,7.30E+17,105,0,0,No,Singapore
5/9/16,@Sivvmani,@SarraAlMutairan never look back correct one but think our past better improvement future . ... ..,7.30E+17,65,0,0,No,Singapore
5/9/16,@officiallwkkmps,"Mulai hari ini, admin akan post lawak kampus pada waktu malam sahaja untuk menceriakan malam anda. Thanks support this unofficial lk.",7.30E+17,5984,18,24,No,Singapore
5/9/16,@NilamMizati,"@syhrhlnd smpai bila je dkt rmh. Hmm akak busy kerja, tk tahu lah bila free",7.30E+17,723,0,0,No,Johor
5/9/16,@ReniAnggraini_i,"RT @Informasi123: ""Orang lemah tidak pernah bisa memaafkan karena memberi maaf hanya dapat dilakukan oleh orang yang kuat."" [Mahatma Gandhi]",7.30E+17,168,5,0,No,"Sumatera Selatan, Indonesia"
5/9/16,@1watchout1,"i bawak motor, abg i ckp i dah mcm laki dah bawak.. hahahaha.. standard bro..",7.30E+17,485,0,1,No,"Johor Bahru, Johor"
5/9/16,@joanna_jane,@shimmertje8 @hellofrmSG @anameizing BLEURGH i feel so strongly about this haha. _ôÖ‡,7.30E+17,1862,0,0,No,singapore
5/9/16,@yasmeenpy,RT @nwdiahh: This comment wins HAHAHAHAHA https://t.co/a7zGaWh3aZ,7.30E+17,1118,1551,0,No,longhill äó¢ SC: yasmeenpy
5/9/16,@SSALMANISTAN,RT @BeingSDayana: Handsome @BeingSalmanKhan with his friend in Dubai https://t.co/L1Jbc0yNxT,7.30E+17,6478,43,0,No,SALMANISTAN
5/9/16,@JoJo_Angelus,"RT @TODAYonline: Pushed to accept marriage, Iraq's displaced child brides face bleak future https://t.co/vTJA5sUK1S",7.30E+17,819,1,0,No,Singapore
5/9/16,@Kulot06Mae,RT @tarayquen: Mataba ang legs niyan.kaloka. #DolceAmoreOneCallAway https://t.co/EAjMK9Dcwq,7.30E+17,85,8,0,No,Norway
5/9/16,@TSubarba,RT @ToMihoShipersSG: Happy Mothers Day To All Mothers. MatanglawinTripSaSummer https://t.co/65QWWVKbA8,7.30E+17,180,11,0,No,singapore
5/9/16,@daniiiardi,"Catat nih waktu pelaksanaannya _ôñƒ sabtu-minggu, 18-19 juni 2016",7.30E+17,673,0,0,No,Benda Baru
5/9/16,@tyqasani,"@iwakrays kapal pusing2 sey, ni tak pusing2 sey",7.30E+17,1165,0,0,No,"Johor Bahru, MY"
5/9/16,@Diva46D,RT @kandaknd: Little super star simbu ö¬ˆö¬_ö¿šö¬¿ ö¬_ö¿‰ö¬Èö¿ö¬Èö¬Áö¿ ö¬Ÿö¿ö¬ôö¬_ö¬Áö¿ ö¬_ö¬©ö¿ö¬‡ö¿ ö¬_ö¬Ëö¬¬ö¿ö¬Èö¿ ö¬¿ö¿‰ö¬Ÿö¿ ö¬Èö¬£ö¿ö¬£ö¿ö¬£ ö¬Èö¬ôö¿ö¬ôö¬_ö¿š ö¬´ö¿‰ö¬ôö¬µö¬_ ö¬ôö¿‰ö¬ôö¿ ö¬_ö¬Áö¬Ë ö¬µö¬Ëö¬ôö¿ https://t.co/2IvJnBMsVB,7.30E+17,516,22,0,No,
5/9/16,@Eh_Daniel,@hadirahafiqah apa anak dara tidur pepetang ni,7.30E+17,184,0,0,No,"Johor Bahru, Johor"
5/9/16,@yes933live,_†_ _»šÎ«´Ëƒ - Î_æ_Ÿ_š±_€ƒ (wíçng fÛñi chí©n yíå xí_n - yÛ‚n wí©i íæi qí_ng) #yes933 #nowplaying,7.30E+17,3506,0,0,No,Singapore
5/9/16,@NrlFrrhn_,"RT @qayyumzamri98: ""Skrg ni bulan apa?"" _ô_„ ""May"" _ôÖƒ ""So,may i have you for the rest of my life?"" _ôÖ€_ôÖÖ Hehehehehe",7.30E+17,300,14,0,No,Borneo
5/9/16,@xq_qi,No pls dont rain now,7.30E+17,133,0,0,No,Singapore
5/9/16,@jesswongsy,Win luxury shapewear from @delegance_sg & a doubles makeover + photoshoot from @jemanci in this #singapore #giveaway https://t.co/ldxCf0DKfh,7.30E+17,2,0,0,No,Singapore
5/9/16,@pikira_yuu,@atheliier haha I'm with the mother :< brought her out for mother's day lunch. wanna preorder monhun gen too but i dun wanna go to orchard,7.30E+17,46,0,1,No,Singapore
5/9/16,@luqmahaqeem,"RT @izz_ikhwan97: Setiap hari kena hargai jasa ibu. ""Dia bawa kita kemana-mana selama lebih 9 bulan"" ""Dia bertarung nyawa untuk kita"" Teräó_",7.30E+17,613,393,0,No,
5/9/16,@IndependentSG,"PPP head Goh Meng Seng says Chee should go - Secretary-General of the Peopleäó»s Power Party, Goh Meng Seng, has ... https://t.co/EwLmuhQ6jl",7.30E+17,1516,0,0,No,Singapore
5/9/16,@PrateepCenation,@kenyewwww sick of html?,7.30E+17,325,0,0,No,Singapore 
5/9/16,@littlesnapshotz,//Somtimes you need to quit the mediocre things to experience the amazing// https://t.co/crPhtNBdV4 https://t.co/qfDOErRsXF,7.30E+17,78,0,0,No,Singapore
5/9/16,@PutryAishiteru,RT @AmarAiman_: Bila lidah terbiasa mencarut Sedikit demi sedikit Allah tarik rasa malu dalam diri. Tunjuk kat orang keburukan diri sendiäó_,7.30E+17,861,1050,0,No,suke hati aku lah nak dok mane
5/9/16,@frhnnazmri,"RT @__Nxjihxh: FAKE friends believe in rumors, REAL friends believe in you. _ôÖ__ôïë",7.30E+17,4539,1571,0,No,"Kuala Lumpur, Malaysia"
5/9/16,@intanpeace,Yay ! Code : #allwood ramai gila peminat ! Super ringan lepastuäó_ https://t.co/GcIiSAztQo,7.30E+17,1123,0,0,No, Johor
5/9/16,@muppetchan,@HernanZh oh but you can download the stuff in advance and it'll be stored inside... that's what i'm doing hehe,7.30E+17,126,0,0,No,Singapore
5/9/16,@fredbaa,@dawnaenriquez sure oi. haha himoi nalang dayun og art,7.30E+17,429,0,0,No,Singapore
5/9/16,@beautifulnames,@GlobalAutoMoney PayPal nixes Purchase Protection for payments made through crowdfunding platforms https://t.co/X4lI2RPYEZ,7.30E+17,1589,0,0,No,Singapore
5/9/16,@_Akmalllll,RT @Shxkin: Snapchat is going too far with the Dajjal filter _ôÖ_,7.30E+17,399,105,0,No,
5/9/16,@SSALMANISTAN,"RT @BeingSDayana: Love this bowtie look and nice to see how ""comfortable"" @BeingSalmanKhan seems to be in it _ôÖŠ_ôÖ_ôÖ‰ https://t.co/3E7607qEGb",7.30E+17,6478,47,0,No,SALMANISTAN
5/9/16,@sriutamiie,RT @Informasi123: Masih betah ya.. Kasihan yang lain gak kebagian di TTI _ôÖó https://t.co/jgh6YUAqGr,7.30E+17,114,9,0,No,
5/9/16,@SibaniSahu,"Hey @ShirishKunder,look who is following u ! @ArvindKejriwal's bold tweets & ur humour will explode lives of many :) https://t.co/fIPkREiPrp",7.30E+17,1052,0,3,No,Singapore
5/9/16,@JJTanJiaJun,"I have more than enough to buy a Macbook Air 13"" at home. Lol",7.30E+17,82,0,0,No,Singapore
5/9/16,@manfreko,Macau bitch,7.30E+17,512,0,0,No,Singapore
5/9/16,@YokeeokY,RT @SJKSG: [PHOTO] 150708 #SongJoongKi at Incheon Airport https://t.co/X8I2frR7du,7.30E+17,18,93,0,No,
5/9/16,@enaena24,Cough.. Cough.. Cough.. _ôÖ‡ Now Inhaler from 1 become 2.. _ôÖ_ #sickäó_ https://t.co/36v9LCSv2m,7.30E+17,32,0,0,No,Singapore
5/9/16,@y3eenn,"RT @officiallwkkmps: Mulai hari ini, admin akan post lawak kampus pada waktu malam sahaja untuk menceriakan malam anda. Thanks support thisäó_",7.30E+17,58,18,0,No,Kuala Lumpur
5/9/16,@syahirahliyana,@syafiza_s terima kasih pijod,7.30E+17,272,0,0,No,"Johor Bahru, Johor"
5/9/16,@Iwanaja72931111,"Galau berat,",7.30E+17,28,0,0,No,Pekan Baru
5/9/16,@SGnews,[TODAY] SIA planeäó»s tyres damaged in Seoul runway incident https://t.co/4WFyBw2rah #SGnews,7.30E+17,45550,0,0,No,Singapore
5/9/16,@daniaeddy,"First time dengar ""beruang dalam minda"" mashaAllah _ôÖ‰ ""bear in mind"" rupanya",7.30E+17,285,0,0,No,"Johore, Malaysia"
5/9/16,@ImcalledErzye,@ainrozman @Norajoey @KtcatsRahman @phyerousze miss you all. Bila nak lepak?,7.30E+17,61,0,1,No,Singapore
5/9/16,@SGnews,[TODAY] Singdollar briefly achieves parity with Aussie dollar https://t.co/dZ3ZnCdVPT #SGnews,7.30E+17,45550,0,0,No,Singapore
5/9/16,@TSubarba,RT @ToMihoShipersSG: ToMiho Shippers Singapore 8thGetTogether&1st BowlingTournament May 8 2016 @palomata_allen @TSubarba @AgnesVisperas httäó_,7.30E+17,180,30,0,No,singapore
5/9/16,@Amarpreet1912,Really need to do my eyebrows. I'm gonna get an unibrow any day now. #girlproblems,7.30E+17,551,0,0,No,Singapore 
5/9/16,@haemagoblin,RT @syzrm: So my friend was labelled ISIS just because of the way she dresses... _ôÖ https://t.co/BbXU5xL04F,7.30E+17,416,1049,0,No,zayndabad
5/9/16,@fadhli_elly,@fennimoore congrat.next time i will beat u until i give up..haha _ôÖÂ_ôÖÂ,7.30E+17,479,0,0,No,Johor Bahru
5/9/16,@SGnews,[TODAY] Murali sworn in as Bukit Batok MP https://t.co/gfWENZZPZ7 #SGnews,7.30E+17,45550,0,0,No,Singapore
5/9/16,@PUTERA_Miguel,itsokaytobesadsometimes,7.30E+17,1778,1,1,No,"Johor Bharu,Johor"
5/9/16,@_Syaxmimi,RT @dumcakdumcak: From _ôÖ‹ to _ôÖ_ in 1 sec. https://t.co/2sm1SvK4wZ,7.30E+17,448,6642,0,No,Taiping - Selangor
5/9/16,@SyikinTukiran_,Nyum nyumÑ_ë_ https://t.co/0CGyY8YoOs,7.30E+17,2404,0,0,No,Johor
5/9/16,@FarzanaLah,RT @nwdiahh: This comment wins HAHAHAHAHA https://t.co/a7zGaWh3aZ,7.30E+17,1132,1551,0,No,
5/9/16,@Dina96_,@mybabyikon kak ma Transferring between terminals is free by Skytrain...hahaha should be 92% right now if plus departure 94% :D,7.30E+17,449,0,0,No,Singapore
5/9/16,@pikira_yuu,@atheliier just to collect it orz,7.30E+17,46,0,1,No,Singapore
5/9/16,@supolash1,RT @photojourn: CBS > Delta flight makes emergency landing at Nashville Airport https://t.co/nUn8KnGtsQ #news,7.30E+17,415,1,0,No,Bangladesh
5/9/16,@jayhalia,"@gnoserif Friday kinda unlikely, but I'll ping you if I do.",7.30E+17,334,0,0,No,Singapore
5/9/16,@nuratiqahazlan,"RT @bentunvfivh: ""are you okay?"" --- everyone asks, but no one really cares.",7.30E+17,27,23,0,No,
5/9/16,@SingaporeFFR,"I posted 11 photos on Facebook in the album ""Party for the Planet - 25 April 2016"" https://t.co/YgZByp8NnB",7.30E+17,17,0,0,No,"Sembawang, Singapore"
5/9/16,@juvymanaa123,RT @Jssingapore1: @JaneVillahermos wow good admin MJ #CarrotManVotes,7.30E+17,229,3,0,No,"Sha Tin District, Hong Kong"
5/9/16,@ayamtitanium,MMM HAHAHA https://t.co/sr5xpql2eT,7.30E+17,751,1,1,No,Made in Singapore
5/9/16,@DWIHEKlove,dongwoon going Panel of Judges in mask singer this sunday!!!,7.30E+17,296,0,0,No,Singapore
5/9/16,@GALIPITSI,LMAO i wish he qaulifies for Uefa so that they wnt have a rezin to Sack him and we wl have a Laugh na Next season! @anda_mduz,7.30E+17,118,0,0,No,JHB
5/9/16,@LeongmcMee,Gula Melaka Huat Kuih & Coconut Milk Huat Kuih | Jeannietay's Blog https://t.co/pErwxqiOhk,7.30E+17,3,0,0,No,Bedok Reservoir
5/9/16,@muhammadasraf98,@johnainul007 janganlah begitu huhuhu..malu laa kita,7.30E+17,409,0,0,No,"ledang,johor"
5/9/16,@lmao_aepathy,"But why would someone be special to have me , lmao",7.30E+17,218,0,0,No,Singapore
5/9/16,@AinnAmer,"RT @izz_ikhwan97: ""Bukan dulu rapat ke dengan dia?"" ""Aah"" ""Sekarang tak dah?"" ""Hati orang kita tak boleh terlalu memaksa"" It hurts everäó_",7.30E+17,365,68,0,No,
5/9/16,@pinktaemin,how does it feel to see shinee live,7.30E+17,974,0,0,No,singapore
5/9/16,@imFIRMAD,"Like the old saying goes, ""Buat anak pandai jaga anak tak tau!""",7.30E+17,198,0,1,No,Singapore
5/9/16,@NicShotaTan,I really like taking selfies when I dress up a little nicer,7.30E+17,459,0,0,No,Singapore
5/9/16,@AliahRizal,RT @hakims55: He deserve all the respect. https://t.co/utrfYpR5v9,7.30E+17,438,34474,0,No,where there is food
5/9/16,@_ssabbriinaa,"RT @mhmdmnji: ""Sharil Ishak my cousin."" _ôÖ‰ I miss Secondary School so much. https://t.co/b9GclertCl",7.30E+17,311,84,0,No,
5/9/16,@iNoranizah,Berharap ianya bukan yang aku sangka,7.30E+17,284,0,0,No,"Johor Bahru, Johor"
5/9/16,@Jssingapore1,RT @Layad49: @Malditang_Kyut @juvymanaa123 parang napakainit naman yata #CarrotManVotes,7.30E+17,270,2,0,No,Singapore
5/9/16,@NuaimAriffin,Letak akhirat atas kepala . Pegang dunia pada tangan . Andai akhirat bergoyang . Lepas dunia dari tangan . Junjung akhirat dengan genggaman,7.30E+17,151,0,0,No,"Johor Bahru, Johor"
5/9/16,@ashley,Why spelling matters. https://t.co/rEqp2CflWa,7.30E+17,2249,0,0,No,Singapore
5/9/16,@SweetMiiki,RT @yulslayed: there are 2 kinds of people https://t.co/poRWXUiT7O,7.30E+17,620,217,0,No,
5/9/16,@iminecraftbirt1,.@lowlevelnoob Ü´Ü‰ñÜ¬ @YouTube Î†´îéÜ‰Í_‚ÖÜ©´__çÜ„Ü_Ü„Üô: https://t.co/Nmf7HLriWa REALISTIC MINECRAFT ~ SPIDERSTEVE,7.30E+17,77,0,0,No,Singapore
5/9/16,@_elainengyl,@ColleenB123 @MissRBaller can you send us a virtual kiss #Thislivestreamsucks,7.30E+17,54,0,0,No,Singapore
5/9/16,@NajihahTheGreat,RT @AamirahBtAmran: Himpunan cerita lawak hari ini https://t.co/qgQYvZQbSr,7.30E+17,345,149,0,No,Ipoh
5/9/16,@__flwr,"RT @izz_ikhwan97: ""Bukan dulu rapat ke dengan dia?"" ""Aah"" ""Sekarang tak dah?"" ""Hati orang kita tak boleh terlalu memaksa"" It hurts everäó_",7.30E+17,820,68,0,No,DalamHati ä»ç
5/9/16,@_abygale,"RT @NheneF: happy birthday te loisa god bless u always,,aldub you mwuah mwauh tsup tsup. #ALDUBinITALYDay1 https://t.co/qcQ65KNlWh",7.30E+17,79,8,0,No,cavite
5/9/16,@TwtLadiesMY,RT @amirhsyhrh: @TwtLadiesMY these kind of books _ôÖ_ôÖ https://t.co/rH2xgkUOas,7.30E+17,5417,3,0,No,Malaysia
5/9/16,@hammygyh,Physics tmr _ôÖ©_ôÖ©,7.30E+17,239,0,0,No,Singapore
5/9/16,@Mehmehtee,I'm at Suki-Ya Japanese Buffet in Singapore w/ @leroytee @weztimonial https://t.co/W3Mxx3JGNq,7.30E+17,355,0,0,No,Singapore
5/9/16,@IqbalNizam,RT @__Nxjihxh: Mudah sangat terhibur _ôÖ‰. https://t.co/GYyCIHlwu8,7.30E+17,292,3283,0,No,joho//perak
5/9/16,@wirdaoctaniaa,RT @Informasi123: Masih betah ya.. Kasihan yang lain gak kebagian di TTI _ôÖó https://t.co/jgh6YUAqGr,7.30E+17,62,9,0,No,"Kota Batam, Kepulauan Riau"
5/9/16,@kinophio,RT @5wlim: Ò_Ô_Ÿ Ò†æÔîîÒ‰åÒÇÒæóÒÖ Ò´‹Ô_‹Ò_óÁó Ò‹ì±ÁÕ_šÔ_îÔÁ ‡ŸÁó Ô_šÒÇÕÇ Ò__Ò_Â__ Á»ÒÇ Ô_ÇÔ€šÔÖ Ò‰åÒ_‹Ôñ_ÒÇ ÒÇÒ±‹Ôç_Ô†_. https://t.co/E9AWMDiBs0,7.30E+17,1842,12,0,No,"iPhone: 37.561878,126.915196"
5/9/16,@adisifreaks,RT @EffarinaElias: Prismatic's AGM _ô_„ #OurLegacyIsOver #GoodLuckJuniors https://t.co/b37mz2MFdv,7.30E+17,445,1,0,No,earth
5/9/16,@kaatjeplanet5,RT @seahounds: World #Binturong Day is on 9th May! #civet #bearcats #biodiversity http://t.co/yetd6QGNN5 http://t.co/VHTBY3ch3o,7.30E+17,232,2,0,No,brabant
5/9/16,@jayhalia,@JuriaTRM @eisen @tiakhui YES!,7.30E+17,334,0,0,No,Singapore
5/9/16,@MHasyiq,@fahmi_apiht sy ada kontek satu pengusaha kereta sewa ni.,7.30E+17,123,0,1,No,Johor Bahru
5/9/16,@HRie71,RT @tarayquen: Daming bawal pero hindi natutupad paano tayo aasenso niyan.haha #DolceAmoreOneCallAway,7.30E+17,215,14,0,No,"Tokyo-to, Japan"
5/9/16,@syamzack95,@Urboykhal @MikeyJwalkerz @TheFunnyVine hahahahaha bodoh! _ôÖ‰_ôÖ‰,7.30E+17,295,0,0,No,Singapore
5/9/16,@_92line,RT @STcom: .@SingaporeAir plane in near-collision at S. Korea's Incheon airport: Reports https://t.co/7ySrupnF1v https://t.co/Zv4PpafXT4,7.30E+17,698,49,0,No,Ricky's pocket
5/9/16,@copypastesmile,Can you fucking believe it? A total of $1.8m in REWARDS for buses arriving on time! Seriously. What. The. Fuck.,7.30E+17,378,0,0,No,Singapore
5/9/16,@JJTanJiaJun,"Maybe I should bank in to my account, make my account looks better. Lol",7.30E+17,82,0,0,No,Singapore
5/9/16,@roseafiq89,RT @nrlsyifaak: Everyone has a breaking point. I've reached mine.,7.30E+17,716,1,0,No,"Johor Bahru, Johor"
5/9/16,@mjroque23,Grabe naman! Wala pakialaman sa gusto at ayaw mo iboto kanya-kanya opinion lang naman! #respect,7.30E+17,20,0,0,No,Singapore
5/9/16,@YayaSaipul,RT @__Nxjihxh: Bahagia kita; jangan ditayang nanti orang curi Derita kita; jangan diheboh nanti orang keji,7.30E+17,409,2231,0,No,Kuala Lumpur
5/9/16,@dalsies_,"RT @Bulletproof_SG: [INSTA] Stylist, Kim Hyunok, posted photos with Bangtan after the concert #ÔÁ©Õ€‹ÒÊëÔƒ‹Ô†Â #BTS https://t.co/PBNy2AG382",7.30E+17,421,1547,0,No, ÔÖ« 
5/9/16,@Deezynoona,@iamsogr8t @jonghunniepie HAHHA LMAO,7.30E+17,370,0,0,No,Singapore
5/9/16,@PCMDavidCKang,"Wednesday, 11 May 2016 : Seventh Week of Easter (Gospel Reading) https://t.co/MlElyFQUCv",7.30E+17,1409,1,2,No,Singapore
5/9/16,@kandaknd,@paidkiller ö¬_ö¬©ö¿ö¬© ö¬Èö¬©ö¿ö¬©ö¿ö¬©ö¬_ö¬_ö¿ö¬¬ö¿ ö¬µö¬_ö¿šö¬Èö¬_ö¬¿ö¬_ö¬_ö¿ ö¬_ö¬©ö¿ ö¬ôö¬Ëö¬µö¬Ëö¬ôö¿ö¬Ÿö¿ _ôÖ‰_ôÖ‰_ôÖ‰ @bri2o,7.30E+17,16291,0,0,No,Singapore
5/9/16,@LeeUwenBT,PAP's Murali Pillai officially sworn in as Bukit Batok MP. He is the 89th elected MP in Singapore's 13th Parliament.,7.30E+17,406,1,0,No,Singapore
5/9/16,@annabel_siason,My gosh don't ever try this at home. https://t.co/CMUORskpXH,7.30E+17,2,0,0,No,singapore
5/9/16,@Marcus_OYS,Happiest thing every soldier in camp sees - CAT1 _ôÖ‰_ôÖ‰_ôÖ‰,7.30E+17,191,0,0,No,Singapore
5/9/16,@aliffirdaus91,"Panas2 cenggini risau cermin pecah je. Hmm da la retak, tlong la jgn..",7.30E+17,108,0,0,No,johor
5/9/16,@kreepzville,Anyone else going for NS vocational assessment at pasir ris this Thursday coz idw to go alone,7.30E+17,136,0,0,No,Singapore
5/9/16,@SGMarieFrance,Marie France Bodyline wishes all mothers a Happy Mother's Day. https://t.co/yYvtaWOlGi,7.30E+17,23,0,0,No,Singapore
5/9/16,@vomit44,RT @Ruzana_Nur: Ok y'all need to stop overlapping your friends' tags on IG cause it's really not helping my stalking here,7.30E+17,648,106,0,No,Singapura
5/9/16,@hazimahliew,RT @nwdiahh: This comment wins HAHAHAHAHA https://t.co/a7zGaWh3aZ,7.30E+17,85,1551,0,No,Vengerberg
5/9/16,@RuMinzxc,the amount of invoices omg I wanna cryyyyy _ôÖ__ôÖ_,7.30E+17,595,0,0,No,Singapore
5/9/16,@8888Hairi,@TatanRaraIS doidogok! Mindfcuk jgk cite die ni. So kne hunt jgk lah sume cite die.. no wonder my friend being crazy bout nami cob nobbler,7.30E+17,109,0,0,No,"Johor Bahru, Johor"
5/9/16,@biyayahya,@bobonSr correction. CIK nabiha _ôÖ_ hhahahahaha tak guna bonggggg,7.30E+17,1427,0,0,No,"Johore, Malaysia"
5/9/16,@wirdaoctaniaa,"RT @Informasi123: ""Orang lemah tidak pernah bisa memaafkan karena memberi maaf hanya dapat dilakukan oleh orang yang kuat."" [Mahatma Gandhi]",7.30E+17,62,5,0,No,"Kota Batam, Kepulauan Riau"
5/9/16,@myautumnstar,"RT @Bulletproof_SG: [INSTA] Stylist, Kim Hyunok, posted photos with Bangtan after the concert #ÔÁ©Õ€‹ÒÊëÔƒ‹Ô†Â #BTS https://t.co/PBNy2AG382",7.30E+17,29,1547,0,No,"Winnipeg, Manitoba"
5/9/16,@ezairie,@rusyahmidanial mmg pedas. Dia punya bau pon boleh buat menangis hahahaha,7.30E+17,271,0,0,No,"Johor Bahru, Malaysia"
5/9/16,@vsumanthkumar,"RT @smitabarooah: Temple dress code debate shows that in the quest to be ""cool"" & ""modern"",fundamentals like common sense,basic decorum &amp; räó_",7.30E+17,928,52,0,No,
5/9/16,@MardhiahRadhia,Tadi habis kelas tetiba rasa kosong sebab selalu waktu camtu rush pergi hs cafe nak tolong jaga booth raksaka lepastu lalu depan tu sendu je,7.30E+17,414,0,0,No,"Johor Bahru ,Johor"
